0;*вызванный тобой борк, смотрит на тебя с мирным кровожадным оскалом.* Корабль без маркировки, принят ваш вызов. Вам чего?;;
;Есть корабль бродяг, который вы пытались расковырять, но не расковыряли. В нем много ценного груза, и его буквально чихом снести можно.;100;rogues.damaged_scout_found
;Аврора-2, планета приписки - Земля. Простое проявление вежливости.;1;
1;Принято, благодарим. А теперь - удачи и прощайте. Больше не засоряйте нам связь.;;
;….;-1;
100;*звук утробного хрюканья* Чо?!;;
;Корабль бродяг, говорю, сильно подбитый, с ценным грузом. Могу продать информацию!;103;
;Ах, да, вы же как пробки…. Попробую проще. Ты мне - кредиты! Я тебе - корабль! Хороший корабль! Легко грабить! Арррррр!!!;103;
103;*аккурат к концу твоей фразы, борк сует лапу в пасть, и ковыряется там, с видимым выражением профессионализма в этом нелегком деле*;;
;Корабль бродяг, говорю, сильно подбитый, с ценным грузом. Могу продать информацию!;103;
;Ах, да, вы же как пробки…. Попробую проще. Ты мне - кредиты! Я тебе - корабль! Хороший корабль! Легко грабить! Арррррр!!!;105;
105;"Аррррхрхрхррар?!! *твой опыт общения с борками, подсказывает тебе литературный перевод: ""Интересное предложение, черт возьми! Я требую подробностей.""*";;
;Короче, корабль бродяг. Везет всякое. Ты мне - денег, я тебе - информацию.;106;
106;"Чо?! Хррруара?! *очевидно: ""Сколько хочешь?""*";;
;Пять кредитов хватит.;-1;105
;Десятку.;-1;110
;Пятнадцать.;108;
;Двадцать кредитов.;108;
108;Аррррг! Не. Много!! У меня нет. ;;
;Пять кредитов хватит.;-1;105
;Десятку.;-1;110
;Двадцать кредитов.;109;
109;Аррргх?! Хррр…. Аха-ах-ах-ха-ха! *борк смеется добрые десять секунд. И действительно, двадцать кредитов - перебор. О чем ты думал?*;;
;Пять кредитов хватит.;110;105
;Десятку.;110;110
110;Хрррум. Хорошо. Ты - дать координаты! Я - деньги!;;
;Что? Знаешь, я передумал. Я тебе не доверяю.;-1;0
;Хорошо. Координаты я переслал. ;-1;
